,gender,program,submitted_on,age_on_program_start,months_work_experience,nationality,other_nationality,applicant_state
1685,Male,Master in Marketing,2023-01-03,25,36,Viet Nam,,declined_offer
1686,Male,Master in Management,2022-04-28,25,9,United States,,rejected
1687,Male,Master in Finance,2022-09-16,21,0,United Kingdom,Portugal,on_hold
1688,Female,Master in Finance,2023-02-06,22,0,Germany,,enrolled
1689,Male,Master in Marketing,2024-03-16,26,17,India,,on_hold
1690,Male,Master in Finance,2023-09-17,23,7,India,,enrolled
1691,Male,Master in Marketing,2022-04-24,23,0,India,,withdrawn
1692,Male,Master in Finance,2023-11-26,24,14,France,,rejected
1693,Male,Master in Management,2020-10-25,23,5,Russian Federation,,rejected
1694,Male,Master in Management,2020-11-12,27,10,United States,,declined_offer
1695,Male,Master in Management,2021-08-15,25,16,Hong Kong,,declined_offer
1696,Female,Master in Marketing,2021-11-11,22,0,Hong Kong,,on_hold
1697,Male,Master in Marketing,2021-03-09,22,0,Russian Federation,,declined_offer
1698,Male,Master in Finance,2021-02-20,22,13,India,,rejected
1699,Male,Master in Marketing,2023-07-10,24,20,Norway,,rejected
1700,Female,Master in Marketing,2022-10-29,24,0,China,,on_hold
1701,Male,Master in Finance,2023-09-29,25,13,Germany,,declined_offer
1702,Male,Master in Marketing,2021-06-20,27,0,China,,rejected
1703,Male,Master in Marketing,2024-03-03,22,0,India,,rejected
1704,Male,Master in Marketing,2024-01-15,26,17,Russian Federation,,on_hold
1705,Female,Master in Management,2022-06-28,24,9,India,,rejected
1706,Male,Master in Finance,2021-06-18,24,8,India,,rejected
1707,Female,Master in Management,2021-05-14,22,0,Taiwan,,rejected
1708,Male,Master in Finance,2023-09-14,20,0,Switzerland,,enrolled
1709,Female,Master in Marketing,2020-10-07,20,0,India,,rejected
1710,Male,Master in Finance,2021-10-26,23,0,Russian Federation,,enrolled
1711,Male,Master in Marketing,2023-09-14,22,0,Russian Federation,,declined_offer
1712,Female,Master in Marketing,2021-08-28,22,4,Germany,,rejected
1713,Male,Master in Management,2021-10-25,22,1,Poland,,declined_offer
1714,Female,Master in Marketing,2021-04-16,24,15,Italy,,enrolled
1715,Male,Master in Management,2020-12-26,23,0,India,,withdrawn
1716,Male,Master in Marketing,2021-09-26,23,7,Netherlands,,declined_offer
1717,Male,Master in Marketing,2023-03-31,21,0,Italy,,rejected
1718,Male,Master in Finance,2022-03-01,23,0,Mexico,Tunisia,declined_offer
1719,Male,Master in Management,2024-02-29,25,8,Germany,,enrolled
1720,Female,Master in Finance,2024-02-16,22,0,China,,declined_offer
1721,Male,Master in Finance,2023-05-27,25,13,Russian Federation,,rejected
1722,Male,Master in Finance,2023-03-01,24,0,China,,enrolled
1723,Female,Master in Marketing,2021-06-02,23,18,Italy,,declined_offer
1724,Female,Master in Marketing,2022-02-14,23,0,Italy,,on_hold
1725,Female,Master in Finance,2020-12-29,23,0,Germany,,enrolled
1726,Male,Master in Marketing,2023-01-15,21,0,Russian Federation,,declined_offer
1727,Male,Master in Management,2021-10-01,23,10,India,Viet Nam,on_hold
1728,Female,Master in Marketing,2022-08-30,24,16,China,,rejected
1729,Female,Master in Management,2021-03-24,26,36,Korea,,enrolled
1730,Male,Master in Finance,2021-07-27,23,8,India,,rejected
1731,Female,Master in Finance,2021-10-26,24,15,China,,on_hold
1732,Female,Master in Finance,2024-02-09,23,0,Germany,,declined_offer
1733,Male,Master in Finance,2020-12-09,22,2,Russian Federation,Estonia,enrolled
1734,Female,Master in Marketing,2022-05-08,24,0,India,Brazil,deferred
1735,Male,Master in Management,2021-03-03,25,24,India,,on_hold
1736,Male,Master in Finance,2024-03-21,25,8,Russian Federation,,enrolled
1737,Female,Master in Finance,2020-12-18,34,15,India,,enrolled
1738,Female,Master in Marketing,2021-10-07,24,0,Italy,,declined_offer
1739,Male,Master in Finance,2021-02-21,25,0,Germany,,enrolled
1740,Female,Master in Finance,2022-01-11,23,5,China,,rejected
1741,Female,Master in Management,2022-03-29,25,4,China,,withdrawn
1742,Male,Master in Marketing,2022-06-20,22,0,Australia,,rejected
1743,Female,Master in Finance,2022-09-03,25,10,India,,rejected
1744,Female,Master in Management,2022-02-17,22,18,Korea,,enrolled
1745,Male,Master in Management,2024-02-14,22,0,India,,on_hold
1746,Male,Master in Finance,2023-02-20,21,0,India,,rejected
1747,Male,Master in Marketing,2021-04-17,25,17,Colombia,,enrolled
1748,Male,Master in Marketing,2023-10-04,21,0,Russian Federation,,declined_offer
1749,Male,Master in Marketing,2024-01-05,25,36,India,,rejected
1750,Male,Master in Finance,2023-10-19,21,0,Colombia,,enrolled
1751,Male,Master in Marketing,2020-12-04,23,0,Russian Federation,,enrolled
1752,Female,Master in Finance,2021-01-12,24,0,Germany,,declined_offer
1753,Female,Master in Marketing,2022-04-26,23,0,China,,on_hold
1754,Male,Master in Management,2022-01-18,22,6,India,Nigeria,rejected
1755,Male,Master in Management,2023-06-08,22,0,Finland,,declined_offer
1756,Female,Master in Management,2022-11-05,25,15,Italy,,enrolled
1757,Male,Master in Management,2022-07-05,21,0,France,,rejected
1758,Female,Master in Finance,2021-06-20,23,3,Greece,,declined_offer
1759,Male,Master in Finance,2022-09-04,23,0,India,,rejected
1760,Male,Master in Finance,2020-12-01,24,0,Russian Federation,,rejected
1761,Male,Master in Finance,2020-11-12,22,6,India,,declined_offer
1762,Female,Master in Management,2022-12-19,22,0,Germany,,enrolled
1763,Male,Master in Management,2023-10-30,22,0,Germany,,enrolled
1764,Female,Master in Management,2023-02-21,22,0,China,,enrolled
1765,Female,Master in Marketing,2023-12-23,24,0,Germany,,enrolled
1766,Male,Master in Marketing,2023-11-11,23,10,Iran,,enrolled
1767,Male,Master in Marketing,2022-06-30,22,0,India,,withdrawn
1768,Female,Master in Management,2022-10-31,21,16,Italy,,rejected
1769,Male,Master in Finance,2023-05-29,22,0,Poland,Estonia,rejected
1770,Female,Master in Management,2023-12-04,22,0,India,,enrolled
1771,Male,Master in Marketing,2022-07-31,23,10,United Kingdom,,enrolled
1772,Female,Master in Management,2023-03-22,23,0,India,,enrolled
1773,Female,Master in Marketing,2021-03-22,27,12,France,,enrolled
1774,Female,Master in Finance,2023-12-27,25,0,India,,declined_offer
1775,Female,Master in Finance,2020-12-09,31,0,India,,on_hold
1776,Male,Master in Finance,2022-05-15,22,0,Germany,,enrolled
1777,Male,Master in Marketing,2021-02-05,22,0,Greece,,enrolled
1778,Female,Master in Management,2022-07-25,21,0,Spain,,enrolled
1779,Male,Master in Finance,2021-05-24,22,0,Norway,,declined_offer
1780,Female,Master in Marketing,2021-11-06,23,0,Portugal,,enrolled
1781,Male,Master in Management,2022-06-12,23,8,Pakistan,,rejected
1782,Male,Master in Management,2020-09-27,22,0,Germany,,declined_offer
1783,Male,Master in Management,2023-06-29,24,7,India,,enrolled
1784,Male,Master in Marketing,2024-03-30,29,24,Germany,,rejected
1785,Male,Master in Management,2024-01-06,26,24,Germany,,enrolled
1786,Female,Master in Finance,2023-04-29,23,4,Taiwan,,declined_offer
1787,Female,Master in Marketing,2023-11-08,22,0,Italy,,on_hold
1788,Male,Master in Finance,2021-01-16,24,0,Germany,,enrolled
1789,Male,Master in Finance,2024-01-14,23,0,Kenya,,declined_offer
1790,Female,Master in Finance,2022-12-05,22,2,Germany,,enrolled
1791,Male,Master in Finance,2021-08-09,24,4,Hungary,,rejected
1792,Female,Master in Management,2022-08-05,22,0,India,,enrolled
1793,Male,Master in Finance,2022-07-31,22,0,Germany,Lebanon,declined_offer
1794,Male,Master in Finance,2023-06-27,23,0,Greece,,rejected
1795,Male,Master in Finance,2021-11-12,21,0,India,,rejected
1796,Male,Master in Marketing,2021-01-04,21,10,India,,rejected
1797,Male,Master in Management,2022-04-10,27,24,Taiwan,,enrolled
1798,Male,Master in Finance,2021-09-15,24,0,India,,enrolled
1799,Male,Master in Management,2021-09-25,23,12,Russian Federation,,enrolled
1800,Female,Master in Management,2023-07-04,24,17,Pakistan,Morocco,enrolled
1801,Female,Master in Finance,2021-10-11,23,6,China,,on_hold
1802,Female,Master in Marketing,2023-11-18,22,0,Italy,,declined_offer
1803,Male,Master in Management,2021-10-17,23,7,Egypt,,rejected
1804,Female,Master in Finance,2022-08-06,23,0,India,,on_hold
1805,Male,Master in Finance,2021-11-11,21,0,India,,rejected
1806,Female,Master in Finance,2023-03-05,22,0,Russian Federation,,enrolled
1807,Female,Master in Finance,2020-10-21,22,0,India,Serbia,enrolled
1808,Male,Master in Finance,2022-12-13,22,11,Russian Federation,,declined_offer
1809,Male,Master in Management,2023-05-17,25,18,India,,rejected
1810,Female,Master in Marketing,2022-08-16,23,8,China,,declined_offer
1811,Female,Master in Finance,2023-12-08,22,0,Korea,,declined_offer
1812,Male,Master in Marketing,2022-12-19,24,15,Russian Federation,,enrolled
1813,Male,Master in Management,2022-05-02,23,21,Portugal,,enrolled
1814,Male,Master in Finance,2020-11-07,23,0,India,,declined_offer
1815,Male,Master in Marketing,2024-02-12,21,0,Greece,,rejected
1816,Male,Master in Marketing,2023-11-18,24,12,Japan,,rejected
1817,Male,Master in Management,2022-10-31,23,7,Germany,,rejected
1818,Female,Master in Marketing,2023-08-28,23,3,India,,enrolled
1819,Female,Master in Marketing,2020-10-15,24,2,India,,rejected
1820,Female,Master in Marketing,2022-11-24,23,0,Korea,,enrolled
1821,Male,Master in Management,2023-12-27,23,7,Russian Federation,,rejected
1822,Male,Master in Management,2021-08-12,22,2,India,,rejected
1823,Male,Master in Marketing,2023-08-16,22,0,Germany,,rejected
1824,Female,Master in Finance,2022-05-05,22,0,Venezuela,,enrolled
1825,Female,Master in Management,2022-05-01,24,7,Korea,,declined_offer
1826,Female,Master in Management,2022-08-09,22,0,United States,,declined_offer
1827,Female,Master in Management,2021-10-12,23,0,India,,enrolled
1828,Female,Master in Management,2022-02-28,21,0,Germany,,rejected
1829,Male,Master in Management,2020-10-11,23,16,Hungary,,withdrawn
1830,Male,Master in Management,2024-01-03,25,11,Russian Federation,,declined_offer
1831,Female,Master in Finance,2024-01-03,24,15,India,,rejected
1832,Female,Master in Management,2020-12-08,24,0,Taiwan,,enrolled
1833,Female,Master in Management,2020-10-04,21,3,China,,declined_offer
1834,Female,Master in Finance,2021-05-31,23,4,India,Czech Republic,withdrawn
1835,Male,Master in Management,2021-04-18,24,7,China,,declined_offer
1836,Male,Master in Management,2024-02-23,24,15,India,,rejected
1837,Male,Master in Management,2021-11-23,21,15,India,,withdrawn
1838,Male,Master in Marketing,2021-06-05,21,2,India,,rejected
1839,Male,Master in Management,2023-03-18,22,7,Spain,,enrolled
1840,Male,Master in Finance,2021-09-15,24,12,China,,declined_offer
1841,Female,Master in Marketing,2023-06-28,22,0,Germany,,declined_offer
1842,Female,Master in Finance,2022-12-08,25,11,Kenya,Morocco,enrolled
1843,Female,Master in Finance,2023-04-19,24,24,Germany,,enrolled
1844,Male,Master in Management,2023-03-23,22,19,India,,declined_offer
1845,Male,Master in Finance,2020-11-19,23,12,India,Estonia,rejected
1846,Male,Master in Management,2022-07-07,25,0,Pakistan,,rejected
1847,Male,Master in Finance,2021-04-01,21,0,India,,declined_offer
1848,Male,Master in Management,2024-03-30,23,0,India,,rejected
1849,Male,Master in Marketing,2023-01-14,23,8,China,,enrolled
1850,Female,Master in Management,2023-01-06,22,0,Peru,,declined_offer
1851,Female,Master in Finance,2023-03-05,24,17,Germany,,declined_offer
1852,Female,Master in Marketing,2021-06-20,21,0,Kenya,Ukraine,rejected
1853,Male,Master in Marketing,2022-03-12,25,10,Spain,Japan,rejected
1854,Male,Master in Finance,2021-11-27,23,4,Germany,,declined_offer
1855,Male,Master in Finance,2024-03-23,22,18,India,,rejected
1856,Male,Master in Finance,2022-12-03,26,10,India,,rejected
1857,Male,Master in Marketing,2022-04-23,22,0,Germany,,declined_offer
1858,Male,Master in Finance,2020-12-26,22,0,Russian Federation,,declined_offer
1859,Male,Master in Finance,2020-11-08,21,0,China,,deferred
1860,Male,Master in Management,2021-10-29,22,0,India,,rejected
1861,Male,Master in Marketing,2023-02-27,26,17,China,Hungary,rejected
1862,Male,Master in Finance,2022-02-11,22,5,Russian Federation,,enrolled
1863,Female,Master in Finance,2023-06-27,24,16,China,,withdrawn
1864,Female,Master in Finance,2023-05-23,27,10,China,,rejected
1865,Male,Master in Management,2023-08-25,31,36,India,,rejected
1866,Male,Master in Finance,2022-04-03,20,0,India,,on_hold
1867,Female,Master in Finance,2022-10-08,20,0,China,,on_hold
1868,Female,Master in Finance,2022-11-28,23,4,Taiwan,,rejected
1869,Male,Master in Management,2022-12-20,20,0,Italy,,enrolled
1870,Female,Master in Management,2023-02-03,22,0,Georgia,,rejected
1871,Female,Master in Finance,2023-01-25,25,24,China,,rejected
1872,Female,Master in Marketing,2022-11-16,27,0,China,,declined_offer
1873,Female,Master in Finance,2022-03-04,22,0,China,,rejected
1874,Male,Master in Marketing,2024-03-18,22,0,Russian Federation,,declined_offer
1875,Male,Master in Management,2022-04-17,36,15,Russian Federation,,enrolled
1876,Male,Master in Marketing,2022-10-15,24,15,Russian Federation,,enrolled
1877,Male,Master in Finance,2021-05-19,26,9,France,,declined_offer
1878,Male,Master in Finance,2021-03-31,23,0,Germany,,rejected
1879,Female,Master in Management,2021-05-24,22,0,San Marino,,declined_offer
1880,Female,Master in Management,2021-06-07,22,24,Mexico,,enrolled
1881,Female,Master in Management,2021-06-30,22,0,Estonia,,enrolled
1882,Male,Master in Marketing,2020-12-25,23,3,Viet Nam,,declined_offer
1883,Male,Master in Management,2020-09-11,23,0,Pakistan,,rejected
1884,Female,Master in Management,2023-02-24,27,8,India,,enrolled
1885,Male,Master in Marketing,2023-02-04,24,5,India,,declined_offer
1886,Male,Master in Marketing,2020-11-29,25,16,Spain,,enrolled
1887,Male,Master in Marketing,2023-09-27,23,8,India,,rejected
1888,Female,Master in Marketing,2021-06-07,22,0,India,,withdrawn
1889,Female,Master in Finance,2022-12-31,22,18,Italy,,enrolled
1890,Male,Master in Marketing,2023-03-31,23,4,India,,rejected
1891,Male,Master in Management,2023-01-28,34,0,Brazil,,declined_offer
1892,Male,Master in Finance,2021-12-01,22,0,India,,declined_offer
1893,Female,Master in Finance,2024-01-01,24,24,India,,withdrawn
1894,Male,Master in Finance,2023-06-07,23,10,Russian Federation,Nigeria,enrolled
1895,Male,Master in Management,2021-08-04,23,12,Nigeria,,declined_offer
1896,Female,Master in Finance,2023-05-25,25,0,Romania,,on_hold
1897,Male,Master in Finance,2023-05-15,24,13,Germany,,declined_offer
1898,Male,Master in Management,2023-05-24,24,8,India,,rejected
1899,Female,Master in Marketing,2023-06-18,22,0,Taiwan,,rejected
1900,Male,Master in Finance,2021-12-02,21,0,Poland,,rejected
1901,Female,Master in Management,2023-01-06,22,0,China,,withdrawn
1902,Female,Master in Management,2023-03-13,24,15,India,,on_hold
1903,Female,Master in Management,2023-10-15,25,18,India,,withdrawn
1904,Male,Master in Management,2021-01-18,24,16,Germany,,declined_offer
1905,Male,Master in Marketing,2021-12-08,23,10,Russian Federation,,declined_offer
1906,Male,Master in Marketing,2022-07-19,25,15,India,,withdrawn
1907,Male,Master in Management,2023-10-24,22,0,India,,on_hold
1908,Female,Master in Finance,2022-11-08,22,0,China,,rejected
1909,Male,Master in Marketing,2022-05-22,24,2,Germany,,declined_offer
1910,Female,Master in Management,2023-03-24,22,0,Lebanon,,enrolled
1911,Female,Master in Management,2020-12-20,24,0,China,,rejected
1912,Male,Master in Management,2023-02-07,22,9,China,,enrolled
1913,Female,Master in Marketing,2022-01-12,25,9,India,,rejected
1914,Male,Master in Marketing,2022-10-29,25,24,India,,rejected
1915,Male,Master in Finance,2021-06-30,22,0,Iran,,enrolled
1916,Female,Master in Finance,2024-03-23,23,0,India,,rejected
1917,Female,Master in Marketing,2022-07-02,27,14,China,,rejected
1918,Female,Master in Finance,2024-03-11,24,4,United States,,enrolled
1919,Male,Master in Management,2021-06-06,24,0,India,,withdrawn
1920,Female,Master in Finance,2023-01-20,21,0,India,,rejected
1921,Male,Master in Management,2020-11-10,22,0,Germany,,declined_offer
1922,Male,Master in Marketing,2022-03-13,23,9,Russian Federation,,declined_offer
1923,Female,Master in Management,2020-12-21,22,6,India,,rejected
1924,Male,Master in Marketing,2022-07-23,22,17,Russian Federation,,enrolled
1925,Male,Master in Finance,2023-01-11,22,14,Germany,,rejected
1926,Male,Master in Marketing,2021-10-19,30,24,India,,rejected
1927,Female,Master in Management,2020-10-23,32,0,China,,rejected
1928,Female,Master in Marketing,2023-04-11,23,7,Lebanon,,declined_offer
1929,Female,Master in Management,2023-07-30,22,0,Italy,,enrolled
1930,Male,Master in Finance,2024-03-09,21,0,Pakistan,,enrolled
1931,Male,Master in Management,2022-10-18,23,0,Ghana,Norway,enrolled
1932,Male,Master in Finance,2021-08-04,26,36,United States,,rejected
1933,Male,Master in Marketing,2021-02-20,23,0,Russian Federation,,declined_offer
1934,Male,Master in Finance,2020-12-02,25,0,Germany,Russian Federation,rejected
1935,Male,Master in Marketing,2021-12-03,24,2,China,,enrolled
1936,Female,Master in Management,2022-10-19,21,0,India,,enrolled
1937,Male,Master in Marketing,2021-10-25,22,7,Russian Federation,,rejected
1938,Male,Master in Management,2023-08-10,22,0,India,,enrolled
1939,Female,Master in Finance,2022-05-18,25,0,China,,on_hold
1940,Male,Master in Finance,2022-03-31,23,12,France,Poland,declined_offer
1941,Female,Master in Management,2021-07-27,22,0,Spain,,declined_offer
1942,Female,Master in Marketing,2023-06-23,24,14,Germany,,enrolled
1943,Male,Master in Marketing,2023-09-05,23,0,Russian Federation,,rejected
1944,Female,Master in Finance,2022-07-11,21,0,China,,deferred
1945,Male,Master in Management,2021-05-24,24,0,China,,rejected
1946,Female,Master in Finance,2022-05-13,22,0,Greece,,declined_offer
1947,Male,Master in Management,2023-11-19,25,14,India,,rejected
1948,Female,Master in Finance,2021-05-07,23,0,China,Australia,declined_offer
1949,Female,Master in Management,2021-04-17,22,0,Germany,,declined_offer
1950,Female,Master in Finance,2023-05-13,23,0,India,,on_hold
1951,Male,Master in Management,2023-07-17,28,15,India,,rejected
1952,Female,Master in Marketing,2021-10-20,24,14,Germany,,enrolled
1953,Female,Master in Marketing,2023-04-30,23,3,Germany,,rejected
1954,Female,Master in Finance,2021-03-19,25,24,Ukraine,,enrolled
1955,Female,Master in Management,2023-04-09,24,24,China,,rejected
1956,Male,Master in Management,2023-09-05,21,0,Spain,,rejected
1957,Male,Master in Finance,2024-02-13,23,6,United States,,declined_offer
1958,Male,Master in Finance,2021-10-09,24,3,Russian Federation,,rejected
1959,Female,Master in Management,2023-02-28,22,6,Italy,,on_hold
1960,Female,Master in Marketing,2024-03-27,23,0,Iran,,enrolled
1961,Male,Master in Management,2021-04-26,24,14,India,,rejected
1962,Male,Master in Finance,2021-03-07,23,0,Germany,,rejected
1963,Female,Master in Finance,2020-11-27,22,0,Taiwan,,enrolled
1964,Male,Master in Management,2022-11-12,23,6,Russian Federation,,enrolled
1965,Female,Master in Finance,2022-03-05,22,0,China,,declined_offer
1966,Female,Master in Management,2021-04-21,23,3,China,,on_hold
1967,Female,Master in Marketing,2022-04-12,23,0,India,,rejected
1968,Non-binary,Master in Marketing,2021-08-07,24,2,United States,Mexico,rejected
1969,Male,Master in Finance,2021-04-15,23,10,Romania,,on_hold
1970,Male,Master in Marketing,2023-03-06,21,8,Russian Federation,,declined_offer
1971,Female,Master in Finance,2021-12-02,26,8,Germany,,rejected
1972,Female,Master in Management,2022-10-28,21,0,China,,enrolled
1973,Female,Master in Marketing,2023-07-05,22,0,Mexico,,enrolled
1974,Female,Master in Management,2022-07-26,23,0,India,,declined_offer
1975,Female,Master in Finance,2024-03-02,23,0,Portugal,,enrolled
1976,Female,Master in Marketing,2023-05-02,24,0,Pakistan,,enrolled
1977,Male,Master in Management,2022-03-02,22,0,India,,withdrawn
1978,Female,Master in Finance,2023-01-29,21,0,China,,on_hold
1979,Female,Master in Marketing,2022-11-27,25,0,India,,rejected
1980,Male,Master in Finance,2021-12-30,21,0,Spain,,rejected
1981,Male,Master in Marketing,2021-01-15,22,0,Germany,,rejected
1982,Female,Master in Marketing,2023-06-02,24,0,China,,on_hold
1983,Female,Master in Marketing,2021-09-10,22,2,Germany,,enrolled
1984,Female,Master in Management,2022-05-01,21,6,China,,declined_offer
1985,Male,Master in Marketing,2021-07-27,24,8,India,,on_hold
1986,Male,Master in Marketing,2023-03-11,24,6,Philippines,,on_hold
1987,Female,Master in Management,2023-06-18,23,0,Germany,,enrolled
1988,Female,Master in Management,2023-09-02,21,0,India,,on_hold
1989,Male,Master in Finance,2023-08-15,24,9,India,,on_hold
1990,Male,Master in Marketing,2021-01-16,21,0,Russian Federation,,rejected
1991,Female,Master in Finance,2020-11-30,25,13,United Kingdom,,enrolled
1992,Female,Master in Marketing,2022-05-15,22,0,India,Germany,withdrawn
1993,Female,Master in Finance,2021-09-02,21,0,Hungary,,enrolled
1994,Male,Master in Finance,2022-12-13,24,14,Norway,,rejected
1995,Female,Master in Management,2022-03-27,23,0,Hungary,,enrolled
1996,Male,Master in Management,2023-11-17,23,0,India,,rejected
1997,Male,Master in Marketing,2021-07-25,22,5,Russian Federation,,enrolled
